DATEPRD,ON_STREAM_HRS,BORE_WI_VOL,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE
2012-10-19,6.90833,1422.571965625,,,0.0
2012-10-20,24.0,5661.567833541666,,,0.0
2012-10-21,24.0,5912.644416666667,,,0.0
2012-10-22,19.74999,5328.801553958333,,,0.0
2012-10-23,7.675,1961.5980264583332,,,0.0
2012-10-24,0.0,0.0,,,0.0
2012-10-25,0.0,0.0,,,0.0
2012-10-26,18.83333,2976.715609375,,,0.0
2012-10-27,14.825,4703.63220125,,,0.0
2012-10-28,9.99166,2443.7,,,0.0
2012-10-29,24.0,4491.818596458334,,,0.0
2012-10-30,24.0,4462.299186041666,,,0.0
2012-10-31,24.0,4382.2,,,0.0
2012-11-01,24.0,4325.0,,,0.0
2012-11-02,24.0,4305.0,,,0.0
2012-11-03,24.0,4339.511459166667,,,0.0
2012-11-04,24.0,4377.3,,,0.0
2012-11-05,24.0,6260.991287291667,,,0.0
2012-11-06,24.0,7112.731048958332,,,0.0
2012-11-07,24.0,7362.913390625,,,0.0
2012-11-08,24.0,7340.48826625,,,0.0
2012-11-09,24.0,7313.190994375,,,0.0
2012-11-10,24.0,6681.641433541667,,,0.0
2012-11-11,24.0,5661.778152291667,,,0.0
2012-11-12,24.0,5493.3711547916655,,,0.0
2012-11-13,24.0,5411.6,,,0.0
2012-11-14,24.0,5363.890732291667,,,0.0
2012-11-15,24.0,5462.0,,,0.0
2012-11-16,24.0,5512.0,,,0.0
2012-11-17,24.0,5446.731040833332,,,0.0
2012-11-18,24.0,5429.0,,,0.0
2012-11-19,24.0,5500.0,,,0.0
2012-11-20,24.0,5147.0757604166665,,,0.0
2012-11-21,24.0,4357.956680208334,,,0.0
2012-11-22,24.0,4388.553985208333,,,0.0
2012-11-23,24.0,4374.466247291667,,,0.0
2012-11-24,24.0,4333.0,,,0.0
2012-11-25,24.0,4797.276237708334,,,0.0
2012-11-26,24.0,6172.844398541667,,,0.0
2012-11-27,24.0,6112.62184875,,,0.0
2012-11-28,24.0,4962.72941625,,,0.0
2012-11-29,24.0,4402.079414583332,,,0.0
2012-11-30,24.0,4740.703834791667,,,0.0
2012-12-01,24.0,4901.006664166665,,,0.0
2012-12-02,24.0,3127.17216125,,,0.0
2012-12-03,24.0,4163.788318125,,,0.0
2012-12-04,17.66667,4684.695148125,,,0.0
2012-12-05,24.0,5952.815574583334,,,0.0
2012-12-06,24.0,5682.683426458333,,,0.0
2012-12-07,24.0,5785.706313958332,,,0.0
2012-12-08,24.0,5723.145423958334,,,0.0
2012-12-09,24.0,4981.528709791667,,,0.0
2012-12-10,24.0,4254.1205675,,,0.0
2012-12-11,23.0,3927.410453333333,,,0.0
2012-12-12,12.29167,1986.4047554166664,,,0.0
2012-12-13,9.29167,1463.40934125,,,0.0
2012-12-14,24.0,4200.654625416666,,,0.0
2012-12-15,12.25,2348.9221291666668,,,0.0
2012-12-16,24.0,4566.469901875,,,0.0
2012-12-17,24.0,4518.6,,,0.0
2012-12-18,24.0,4488.692138958333,,,0.0
2012-12-19,24.0,4468.237174375,,,0.0
2012-12-20,24.0,5257.8081508333335,,,0.0
2012-12-21,24.0,5859.308463541665,,,0.0
2012-12-22,24.0,6132.499503958334,,,0.0
2012-12-23,24.0,6105.040480833332,,,0.0
2012-12-24,24.0,4508.748436458332,,,0.0
2012-12-25,24.0,4475.394051458334,,,0.0
2012-12-26,24.0,4465.0,,,0.0
2012-12-27,24.0,4495.0,,,0.0
2012-12-28,24.0,4463.0,,,0.0
2012-12-29,24.0,6021.0,,,0.0
2012-12-30,24.0,6205.0,,,0.0
2012-12-31,24.0,5356.0,,,0.0
2013-01-01,24.0,4363.3412075,,,0.0
2013-01-02,24.0,4572.614326875,,,0.0
2013-01-03,24.0,4587.14923,,,0.0
2013-01-04,24.0,4575.6,,,0.0
2013-01-05,24.0,5108.801972083334,,,0.0
2013-01-06,24.0,6096.77,,,0.0
2013-01-07,24.0,6138.8184,,,0.0
2013-01-08,24.0,4496.0,,,0.0
2013-01-09,24.0,4595.76789875,,,0.0
2013-01-10,24.0,4702.782096875,,,0.0
2013-01-11,24.0,4705.974747083334,,,0.0
2013-01-12,24.0,4691.602477708333,,,0.0
2013-01-13,14.58334,2509.037484583333,,,0.0
2013-01-14,24.0,5652.704368125,,,0.0
2013-01-15,24.0,5639.83258,,,0.0
2013-01-16,24.0,5669.552567083333,,,0.0
2013-01-17,24.0,5748.984016458333,,,0.0
2013-01-18,24.0,5453.81981625,,,0.0
2013-01-19,24.0,5568.639488125,,,0.0
2013-01-20,24.0,5349.737868958333,,,0.0
2013-01-21,24.0,4651.236655833332,,,0.0
2013-01-22,24.0,5130.3,,,0.0
2013-01-23,24.0,4995.122276666666,,,0.0
2013-01-24,23.66667,4803.732895416666,,,0.0
2013-01-25,24.0,5025.148437083333,,,0.0
2013-01-26,24.0,5048.568596458334,,,0.0
2013-01-27,24.0,5049.272872708333,,,0.0
2013-01-28,24.0,5193.8775329166665,,,0.0
2013-01-29,24.0,5163.788749791665,,,0.0
2013-01-30,24.0,5168.394111458333,,,0.0
2013-01-31,24.0,5170.7316133333325,,,0.0
2013-02-01,24.0,5086.063186666665,,,0.0
2013-02-02,24.0,5073.982399166665,,,0.0
2013-02-03,24.0,5050.2974547916665,,,0.0
2013-02-04,24.0,5046.828743541666,,,0.0
2013-02-05,24.0,5046.119186041667,,,0.0
2013-02-06,24.0,5045.0,,,0.0
2013-02-07,24.0,5010.0,,,0.0
2013-02-08,24.0,5011.0,,,0.0
2013-02-09,24.0,4596.0,,,0.0
2013-02-10,24.0,4355.0,,,0.0
2013-02-11,24.0,4361.0,,,0.0
2013-02-12,24.0,5266.612534166667,,,0.0
2013-02-13,24.0,5437.0,,,0.0
2013-02-14,24.0,5418.1,,,0.0
2013-02-15,24.0,4469.3,,,0.0
2013-02-16,24.0,4356.905,,,0.0
2013-02-17,24.0,4360.0,,,0.0
2013-02-18,24.0,5337.62,,,0.0
2013-02-19,24.0,5742.128326666666,,,0.0
2013-02-20,24.0,5670.64704875,,,0.0
2013-02-21,24.0,4793.879455208334,,,0.0
2013-02-22,24.0,4426.8908002083335,,,0.0
2013-02-23,24.0,4407.113075625,,,0.0
2013-02-24,24.0,4431.205040416667,,,0.0
2013-02-25,24.0,4440.375961458333,,,0.0
2013-02-26,24.0,5216.9115675,,,0.0
2013-02-27,24.0,5804.0,,,0.0
2013-02-28,24.0,5641.775649791667,,,0.0
2013-03-01,16.19167,3526.315856875,,,0.0
2013-03-02,23.64167,5786.3,,,0.0
2013-03-03,24.0,5850.6841197916665,,,0.0
2013-03-04,24.0,5729.5439835416655,,,0.0
2013-03-05,24.0,5051.0,,,0.0
2013-03-06,24.0,5100.032539791667,,,0.0
2013-03-07,1.85833,342.66629395833326,,,0.0
2013-03-08,0.0,0.0,,,0.0
2013-03-09,0.0,0.0,,,0.0
2013-03-10,8.14167,1378.1481060416668,,,0.0
2013-03-11,15.19167,3448.9,,,0.0
2013-03-12,0.0,0.0,,,0.0
2013-03-13,13.80833,1887.8970208333333,,,0.0
2013-03-14,15.35833,2061.1422210416667,,,0.0
2013-03-15,16.975,2790.9833233333334,,,0.0
2013-03-16,11.35833,1550.9009975,,,0.0
2013-03-17,9.64167,1439.1113370833334,,,0.0
2013-03-18,24.0,3784.805305625,,,0.0
2013-03-19,24.0,3806.242927708333,,,0.0
2013-03-20,1.41,253.35657791666668,,,0.0
2013-03-21,0.0,0.0,,,0.0
2013-03-22,6.64167,940.0,,,0.0
2013-03-23,24.0,3799.0,,,0.0
2013-03-24,24.0,3655.0,,,0.0
2013-03-25,9.8,2545.0,,,0.0
2013-03-26,24.0,5950.5,,,0.0
2013-03-27,24.0,5920.4,,,0.0
2013-03-28,22.33334,3260.1418552083333,,,0.0
2013-03-29,24.0,5073.98,,,0.0
2013-03-30,24.0,6054.9,,,0.0
2013-03-31,23.0,5673.0,,,0.0
2013-04-01,23.17,3947.6242239583335,,,0.0
2013-04-02,0.0,0.0,,,0.0
2013-04-03,17.0,1765.7472658333334,,,0.0
2013-04-04,24.0,3258.3680802083327,,,0.0
2013-04-05,20.69167,2169.3160402083327,,,0.0
2013-04-06,0.0,0.0,,,0.0
2013-04-07,0.0,0.0,,,0.0
2013-04-08,0.0,0.0,,,0.0
2013-04-09,0.0,0.0,,,0.0
2013-04-10,6.30833,938.8222522916668,,,0.0
2013-04-11,24.0,5910.104202291665,,,0.0
2013-04-12,24.0,5875.632828125,,,0.0
2013-04-13,24.0,6045.37416125,,,0.0
2013-04-14,24.0,6042.4523775,,,0.0
2013-04-15,23.99907,4661.538498125,,,0.0
2013-04-16,22.00093,3861.805774166666,,,0.0
2013-04-17,23.16666,4180.8,,,0.0
2013-04-18,24.0,5387.278679166667,,,0.0
2013-04-19,24.0,5966.5147475,,,0.0
2013-04-20,24.0,6039.996307708333,,,0.0
2013-04-21,24.0,5980.7,,,0.0
2013-04-22,24.0,5970.04137375,,,0.0
2013-04-23,24.0,5908.234497083334,,,0.0
2013-04-24,24.0,4380.1416935416655,,,0.0
2013-04-25,24.0,4339.4958729166665,,,0.0
2013-04-26,24.0,4977.61079375,,,0.0
2013-04-27,24.0,5538.429664375,,,0.0
2013-04-28,24.0,4627.265388125,,,0.0
2013-04-29,24.0,3502.916455208333,,,0.0
2013-04-30,19.16667,4752.0,,,0.0
2013-05-01,24.0,5848.0,,,0.0
2013-05-02,24.0,5806.0,,,0.0
2013-05-03,24.0,5629.0,,,0.0
2013-05-04,24.0,5046.0,,,0.0
2013-05-05,24.0,5166.0,,,0.0
2013-05-06,24.0,5300.0,,,0.0
2013-05-07,24.0,5303.3,,,0.0
2013-05-08,24.0,5351.4,,,0.0
2013-05-09,24.0,5362.3,,,0.0
2013-05-10,24.0,5370.9,,,0.0
2013-05-11,24.0,5329.84191875,,,0.0
2013-05-12,24.0,5351.56,,,0.0
2013-05-13,24.0,5246.218,,,0.0
2013-05-14,15.16667,3245.4077627083334,,,0.0
2013-05-15,24.0,4523.8701475,,,0.0
2013-05-16,24.0,5220.5,,,0.0
2013-05-17,21.83334,3934.56953625,,,0.0
2013-05-18,24.0,4509.0576325,,,0.0
2013-05-19,24.0,4371.975150833333,,,0.0
2013-05-20,24.0,5320.6,,,0.0
2013-05-21,18.05833,4710.265891875,,,0.0
2013-05-22,0.0,0.0,,,0.0
2013-05-23,2.74167,676.1,,,0.0
2013-05-24,24.0,6096.772255,,,0.0
2013-05-25,24.0,6204.312515208333,,,0.0
2013-05-26,24.0,6330.405296666667,,,0.0
2013-05-27,24.0,6490.4866325,,,0.0
2013-05-28,24.0,6446.2,,,0.0
2013-05-29,24.0,6259.378692708333,,,0.0
2013-05-30,24.0,5989.83823375,,,0.0
2013-05-31,24.0,6094.764395833334,,,0.0
2013-06-01,24.0,5998.959884791667,,,0.0
2013-06-02,24.0,6104.741966458333,,,0.0
2013-06-03,24.0,5259.7,,,0.0
2013-06-04,24.0,5953.1080554166665,,,0.0
2013-06-05,9.00834,2009.7748645833333,,,0.0
2013-06-06,9.49166,2632.12384,,,0.0
2013-06-07,24.0,6440.2804566666655,,,0.0
2013-06-08,24.0,6331.527436041667,,,0.0
2013-06-09,18.675,4825.0,,,0.0
2013-06-10,18.99166,5382.374054166667,,,0.0
2013-06-11,24.0,6341.0,,,0.0
2013-06-12,24.0,5410.0,,,0.0
2013-06-13,24.0,5396.0,,,0.0
2013-06-14,24.0,5327.0,,,0.0
2013-06-15,24.0,5239.0,,,0.0
2013-06-16,24.0,5292.0,,,0.0
2013-06-17,24.0,4865.0,,,0.0
2013-06-18,24.0,4587.6,,,0.0
2013-06-19,24.0,4805.992676666667,,,0.0
2013-06-20,24.0,5969.686740833334,,,0.0
2013-06-21,20.34167,4868.449184375,,,0.0
2013-06-22,0.0,0.0,,,0.0
2013-06-23,0.0,0.0,,,0.0
2013-06-24,0.0,0.0,,,0.0
2013-06-25,2.40833,299.48757125,,,0.0
2013-06-26,24.0,5314.6605422916655,,,0.0
2013-06-27,17.18981,3322.349190833333,,,0.0
2013-06-28,21.22686,3644.2441229166666,,,0.0
2013-06-29,24.0,5508.74407375,,,0.0
2013-06-30,24.0,5033.622543125,,,0.0
2013-07-01,24.0,4507.4890820833325,,,0.0
2013-07-02,24.0,5602.7092979166655,,,0.0
2013-07-03,24.0,5721.983626875,,,0.0
2013-07-04,16.00834,3834.002235208333,,,0.0
2013-07-05,6.40833,1602.5595283333334,,,0.0
2013-07-06,17.66667,3228.217388333333,,,0.0
2013-07-07,24.0,5186.552551458332,,,0.0
2013-07-08,24.0,6015.4528275,,,0.0
2013-07-09,24.0,5860.624366666666,,,0.0
2013-07-10,24.0,5719.270263333334,,,0.0
2013-07-11,24.0,5257.177284375,,,0.0
2013-07-12,24.0,5239.9555275,,,0.0
2013-07-13,24.0,5242.637954583332,,,0.0
2013-07-14,24.0,5217.2000358333335,,,0.0
2013-07-15,24.0,5357.1724925,,,0.0
2013-07-16,24.0,5344.0,,,0.0
2013-07-17,24.0,5322.65612,,,0.0
2013-07-18,24.0,5569.13113375,,,0.0
2013-07-19,24.0,5782.087463125,,,0.0
2013-07-20,24.0,5664.79090125,,,0.0
2013-07-21,24.0,5652.1766125,,,0.0
2013-07-22,2.33333,492.63472354166663,,,0.0
2013-07-23,24.0,2352.0,,,0.0
2013-07-24,24.0,2476.0,,,0.0
2013-07-25,24.0,4706.0,,,0.0
2013-07-26,24.0,2710.0,,,0.0
2013-07-27,24.0,4824.0,,,0.0
2013-07-28,0.3,87.0,,,0.0
2013-07-29,9.99166,1677.0,,,0.0
2013-07-30,24.0,6112.689040416667,,,0.0
2013-07-31,24.0,1177.4654752083334,,,0.0
2013-08-01,0.0,0.0,,,0.0
2013-08-02,0.0,0.0,,,0.0
2013-08-03,18.05,3283.905,,,0.0
2013-08-04,24.0,6043.91,,,0.0
2013-08-05,24.0,5832.09,,,0.0
2013-08-06,24.0,5794.217430208333,,,0.0
2013-08-07,24.0,5825.262374375,,,0.0
2013-08-08,24.0,5811.789076875,,,0.0
2013-08-09,24.0,5753.668838125,,,0.0
2013-08-10,24.0,5723.188400625,,,0.0
2013-08-11,24.0,5377.918119791666,,,0.0
2013-08-12,23.66666,5587.503077291667,,,0.0
2013-08-13,24.0,5484.195385,,,0.0
2013-08-14,24.0,5801.963523958333,,,0.0
2013-08-15,24.0,5883.078117708334,,,0.0
2013-08-16,24.0,5738.872505416667,,,0.0
2013-08-17,24.0,5632.246574583332,,,0.0
2013-08-18,24.0,5272.63304875,,,0.0
2013-08-19,24.0,5241.5207825,,,0.0
2013-08-20,24.0,5215.411987291665,,,0.0
2013-08-21,24.0,5306.499985,,,0.0
2013-08-22,24.0,5396.8941420833335,,,0.0
2013-08-23,24.0,5344.388069166665,,,0.0
2013-08-24,24.0,5215.95405625,,,0.0
2013-08-25,24.0,5255.729836458333,,,0.0
2013-08-26,24.0,5276.3254697916655,,,0.0
2013-08-27,24.0,5266.565979166667,,,0.0
2013-08-28,24.0,5105.242256458333,,,0.0
2013-08-29,24.0,4869.170699791665,,,0.0
2013-08-30,24.0,4860.966926041667,,,0.0
2013-08-31,24.0,4869.744285416667,,,0.0
2013-09-01,24.0,4788.480575833333,,,0.0
2013-09-02,24.0,4789.5464179166665,,,0.0
2013-09-03,24.0,4709.0,,,0.0
2013-09-04,24.0,5245.0,,,0.0
2013-09-05,24.0,4498.0,,,0.0
2013-09-06,24.0,4355.0,,,0.0
2013-09-07,24.0,5260.0,,,0.0
2013-09-08,24.0,5331.0,,,0.0
2013-09-09,24.0,4788.0,,,0.0
2013-09-10,24.0,4478.626304375,,,0.0
2013-09-11,24.0,4704.503174166665,,,0.0
2013-09-12,18.25,3728.456875,,,0.0
2013-09-13,0.0,0.0,,,0.0
2013-09-14,10.525,1538.5906808333334,,,0.0
2013-09-15,24.0,6122.657798333334,,,0.0
2013-09-16,21.5,5283.761263333334,,,0.0
2013-09-17,24.0,5694.306083958333,,,0.0
2013-09-18,10.64167,2452.312923125,,,0.0
2013-09-19,0.0,0.0,,,0.0
2013-09-20,18.525,3693.485905625,,,0.0
2013-09-21,11.66667,2419.195680625,,,0.0
2013-09-22,24.0,5677.211380208333,,,0.0
2013-09-23,24.0,5674.145530208333,,,0.0
2013-09-24,24.0,5566.638190833332,,,0.0
2013-09-25,24.0,5503.577094375,,,0.0
2013-09-26,24.0,5490.428734375,,,0.0
2013-09-27,13.33333,2221.659960625,,,0.0
2013-09-28,24.0,4878.031745208334,,,0.0
2013-09-29,24.0,5650.198738125,,,0.0
2013-09-30,24.0,5780.917671041667,,,0.0
2013-10-01,24.0,5505.433227083333,,,0.0
2013-10-02,24.0,5441.388244375,,,0.0
2013-10-03,24.0,5466.434975,,,0.0
2013-10-04,24.0,3434.0635875,,,0.0
2013-10-05,24.0,5174.5528258333325,,,0.0
2013-10-06,24.0,5481.085800416667,,,0.0
2013-10-07,24.0,5360.978378333333,,,0.0
2013-10-08,24.0,5383.6513825,,,0.0
2013-10-09,24.0,5557.274200416667,,,0.0
2013-10-10,24.0,5655.1814654166665,,,0.0
2013-10-11,11.5,2511.42491875,,,0.0
2013-10-12,9.75,1856.618125625,,,0.0
2013-10-13,24.0,5193.82969625,,,0.0
2013-10-14,24.0,5336.09336875,,,0.0
2013-10-15,24.0,5482.0,,,0.0
2013-10-16,24.0,5561.0,,,0.0
2013-10-17,24.0,5665.0,,,0.0
2013-10-18,24.0,5647.0,,,0.0
2013-10-19,19.975,4698.0,,,0.0
2013-10-20,17.69167,4186.0,,,0.0
2013-10-21,23.16666,5404.883402083334,,,0.0
2013-10-22,24.0,5649.30291,,,0.0
2013-10-23,24.0,5636.3,,,0.0
2013-10-24,24.0,4940.868,,,0.0
2013-10-25,24.0,5611.953475833333,,,0.0
2013-10-26,24.0,5816.2,,,0.0
2013-10-27,24.14167,4814.53,,,0.0
2013-10-28,0.0,0.0,,,0.0
2013-10-29,0.0,0.1483470833333333,,,0.0
2013-10-30,16.19167,2800.89648,,,0.0
2013-10-31,24.0,5470.475059583333,,,0.0
2013-11-01,24.0,5480.555946041667,,,0.0
2013-11-02,3.30833,709.7789172916665,,,0.0
2013-11-03,8.19167,1449.069565,,,0.0
2013-11-04,24.0,5245.413223333333,,,0.0
2013-11-05,24.0,5372.467765833333,,,0.0
2013-11-06,24.0,4788.293206875,,,0.0
2013-11-07,24.0,5536.728745625,,,0.0
2013-11-08,24.0,5557.014381666667,,,0.0
2013-11-09,23.16667,5331.431220208333,,,0.0
2013-11-10,23.83333,5514.060252708333,,,0.0
2013-11-11,24.0,5552.254188541667,,,0.0
2013-11-12,23.83333,5373.772071875,,,0.0
2013-11-13,24.0,5556.6191479166655,,,0.0
2013-11-14,24.0,5514.810806041667,,,0.0
2013-11-15,24.0,5510.61487625,,,0.0
2013-11-16,24.0,5495.038177291665,,,0.0
2013-11-17,24.0,5532.314040833333,,,0.0
2013-11-18,24.0,5424.292045416667,,,0.0
2013-11-19,24.0,5580.749435208333,,,0.0
2013-11-20,24.0,5560.319595,,,0.0
2013-11-21,24.0,5472.070862083333,,,0.0
2013-11-22,24.0,5400.095946666665,,,0.0
2013-11-23,24.0,5473.379463333334,,,0.0
2013-11-24,24.0,5195.364143333333,,,0.0
2013-11-25,24.0,5732.197036875,,,0.0
2013-11-26,24.0,5597.0,,,0.0
2013-11-27,24.0,5534.0,,,0.0
2013-11-28,24.0,5844.0,,,0.0
2013-11-29,24.0,6113.0,,,0.0
2013-11-30,24.0,5526.0,,,0.0
2013-12-01,24.0,5856.0,,,0.0
2013-12-02,24.0,4696.0,,,0.0
2013-12-03,24.0,6041.943412916667,,,0.0
2013-12-04,24.0,4955.830581458334,,,0.0
2013-12-05,23.39167,5293.842462916667,,,0.0
2013-12-06,16.35833,3472.2099495833327,,,0.0
2013-12-07,24.0,5662.625289583333,,,0.0
2013-12-08,24.0,5641.75068625,,,0.0
2013-12-09,14.83333,2973.657562708333,,,0.0
2013-12-10,19.05833,4160.481487916667,,,0.0
2013-12-11,10.94167,138.398901875,,,0.0
2013-12-12,24.0,3427.847279375,,,0.0
2013-12-13,9.0,1796.2,,,0.0
2013-12-14,24.0,5043.531619791665,,,0.0
2013-12-15,23.16667,5259.215488333332,,,0.0
2013-12-16,24.0,5396.0,,,0.0
2013-12-17,24.0,5506.8545679166655,,,0.0
2013-12-18,24.0,5529.7246325,,,0.0
2013-12-19,24.0,5576.7212525,,,0.0
2013-12-20,19.66666,4071.422483125,,,0.0
2013-12-21,24.0,5549.998420625,,,0.0
2013-12-22,24.0,5531.511161875,,,0.0
2013-12-23,24.0,5589.5144960416665,,,0.0
2013-12-24,24.0,5589.292563958334,,,0.0
2013-12-25,24.0,5603.485289791665,,,0.0
2013-12-26,20.89167,4776.574047291667,,,0.0
2013-12-27,18.025,3563.0307985416666,,,0.0
2013-12-28,24.0,5599.229827916667,,,0.0
2013-12-29,24.0,5564.254768333333,,,0.0
2013-12-30,24.0,5828.579750208332,,,0.0
2013-12-31,20.91666,4898.4284708333325,,,0.0
2014-01-01,24.0,5468.746108541665,,,0.0
2014-01-02,24.0,5438.329635625,,,0.0
2014-01-03,24.0,5474.324058541667,,,0.0
2014-01-04,14.30833,3273.729324166666,,,0.0
2014-01-05,10.025,1581.4321079166666,,,0.0
2014-01-06,24.0,5193.54818,,,0.0
2014-01-07,24.0,4116.752304375,,,0.0
2014-01-08,24.0,3962.0,,,0.0
2014-01-09,24.0,4913.0,,,0.0
2014-01-10,24.0,5814.0,,,0.0
2014-01-11,24.0,5674.0,,,0.0
2014-01-12,24.0,5614.0,,,0.0
2014-01-13,24.0,5659.0,,,0.0
2014-01-14,24.0,5644.842292291667,,,0.0
2014-01-15,24.0,5698.406722708332,,,0.0
2014-01-16,24.0,6807.386657708334,,,0.0
2014-01-17,24.0,7152.005692083333,,,0.0
2014-01-18,24.0,5819.300758541665,,,0.0
2014-01-19,24.0,4615.554596666667,,,0.0
2014-01-20,24.0,3897.9793852083335,,,0.0
2014-01-21,24.0,3735.2211914583327,,,0.0
2014-01-22,24.0,3626.9423835416665,,,0.0
2014-01-23,24.0,3730.020141875,,,0.0
2014-01-24,24.0,4370.405585625,,,0.0
2014-01-25,24.0,5551.149353333333,,,0.0
2014-01-26,24.0,6540.842605416667,,,0.0
2014-01-27,24.0,6345.675591041667,,,0.0
2014-01-28,23.83334,4825.841180416665,,,0.0
2014-01-29,8.225,1274.1570435416666,,,0.0
2014-01-30,1.69167,247.84838666666667,,,0.0
2014-01-31,24.0,5741.554828958333,,,0.0
2014-02-01,24.0,6424.0,,,0.0
2014-02-02,23.58333,5433.213150625,,,0.0
2014-02-03,24.0,4765.878548125,,,0.0
2014-02-04,24.0,4648.0,,,0.0
2014-02-05,24.0,4582.074645,,,0.0
2014-02-06,8.0,1332.0,,,0.0
2014-02-07,0.0,0.0,,,0.0
2014-02-08,5.0,1040.0,,,0.0
2014-02-09,24.0,5157.0,,,0.0
2014-02-10,16.5,3196.0,,,0.0
2014-02-11,18.275,2979.929034375,,,0.0
2014-02-12,24.0,5481.44867875,,,0.0
2014-02-13,24.0,6079.517128541665,,,0.0
2014-02-14,24.0,6103.460364375,,,0.0
2014-02-15,24.0,5356.225265625,,,0.0
2014-02-16,24.0,5732.251967916665,,,0.0
2014-02-17,24.0,5822.71793375,,,0.0
2014-02-18,16.5,4057.0,,,0.0
2014-02-19,24.0,5756.8771591666655,,,0.0
2014-02-20,24.0,5895.0,,,0.0
2014-02-21,23.16667,4379.0,,,0.0
2014-02-22,23.125,4065.381583125,,,0.0
2014-02-23,13.125,3681.0,,,0.0
2014-02-24,23.83,5684.0,,,0.0
2014-02-25,24.0,5764.22314375,,,0.0
2014-02-26,24.0,5782.96225,,,0.0
2014-02-27,24.0,5932.478813541667,,,0.0
2014-02-28,24.0,5891.5741733333325,,,0.0
2014-03-01,24.0,5354.0421754166655,,,0.0
2014-03-02,24.0,4895.4660491666655,,,0.0
2014-03-03,24.0,4823.8256295833335,,,0.0
2014-03-04,24.0,5213.193847083333,,,0.0
2014-03-05,24.0,5950.0,,,0.0
2014-03-06,24.0,5927.2,,,0.0
2014-03-07,24.0,6014.584006875,,,0.0
2014-03-08,24.0,6101.3,,,0.0
2014-03-09,24.0,6138.6,,,0.0
2014-03-10,24.0,6163.9,,,0.0
2014-03-11,24.0,6135.884200833333,,,0.0
2014-03-12,24.0,6042.583068333332,,,0.0
2014-03-13,24.0,5531.8,,,0.0
2014-03-14,24.0,4937.124085,,,0.0
2014-03-15,23.66667,5405.94113625,,,0.0
2014-03-16,24.0,5474.75611875,,,0.0
2014-03-17,24.0,5135.886833333333,,,0.0
2014-03-18,24.0,4982.902534583332,,,0.0
2014-03-19,24.0,5064.09133125,,,0.0
2014-03-20,24.0,5485.251655625,,,0.0
2014-03-21,24.0,5664.945861875,,,0.0
2014-03-22,15.5,2899.98866875,,,0.0
2014-03-23,24.0,5607.331749166667,,,0.0
2014-03-24,6.39167,1404.8862495833334,,,0.0
2014-03-25,9.60833,1875.3721197916664,,,0.0
2014-03-26,24.0,5983.968550625,,,0.0
2014-03-27,14.66666,2705.0848841666666,,,0.0
2014-03-28,24.0,4082.006217916666,,,0.0
2014-03-29,17.16666,2590.663088125,,,0.0
2014-03-30,23.0,5151.231978478261,,,0.0
2014-03-31,24.0,5353.399208125,,,0.0
2014-04-01,24.0,5472.0,,,0.0
2014-04-02,24.0,5697.0,,,0.0
2014-04-03,24.0,5689.0,,,0.0
2014-04-04,24.0,5771.0,,,0.0
2014-04-05,24.0,5946.0,,,0.0
2014-04-06,18.16667,4371.0,,,0.0
2014-04-07,21.0,3509.0,,,0.0
2014-04-08,24.0,5995.272300833333,,,0.0
2014-04-09,24.0,6409.375,,,0.0
2014-04-10,20.375,4327.183690208333,,,0.0
2014-04-11,24.0,6066.184166041667,,,0.0
2014-04-12,24.0,6078.820976875,,,0.0
2014-04-13,24.0,6437.642531875,,,0.0
2014-04-14,24.0,6492.209060416666,,,0.0
2014-04-15,24.0,6606.742873541667,,,0.0
2014-04-16,24.0,6834.439819375,,,0.0
2014-04-17,24.0,6996.869187291667,,,0.0
2014-04-18,24.0,7078.729918541667,,,0.0
2014-04-19,24.0,7126.449447916666,,,0.0
2014-04-20,24.0,6342.5776525,,,0.0
2014-04-21,24.0,5662.274117083332,,,0.0
2014-04-22,24.0,5789.492553541666,,,0.0
2014-04-23,24.0,6465.9188841666655,,,0.0
2014-04-24,24.0,6158.8,,,0.0
2014-04-25,24.0,6412.5036620833325,,,0.0
2014-04-26,24.0,6499.575362708333,,,0.0
2014-04-27,24.0,6968.375565208334,,,0.0
2014-04-28,24.0,7116.851197083332,,,0.0
2014-04-29,24.0,7468.198943958333,,,0.0
2014-04-30,24.0,7524.983123958333,,,0.0
2014-05-01,24.0,7672.151108333333,,,0.0
2014-05-02,24.0,7674.804871041667,,,0.0
2014-05-03,24.0,7836.582458958333,,,0.0
2014-05-04,24.0,7986.122268958333,,,0.0
2014-05-05,24.0,8331.10108875,,,0.0
2014-05-06,24.0,8681.171187708333,,,0.0
2014-05-07,24.0,8436.018372083334,,,0.0
2014-05-08,14.825,4928.276713125,,,0.0
2014-05-09,0.0,0.0,,,0.0
2014-05-10,0.0,0.0,,,0.0
2014-05-11,0.0,0.0,,,0.0
2014-05-12,0.0,0.0288825,,,0.0
2014-05-13,0.0,0.0,,,0.0
2014-05-14,15.50834,2052.0,,,0.0
2014-05-15,24.0,3118.0,,,0.0
2014-05-16,24.0,3068.0,,,0.0
2014-05-17,24.0,3013.0,,,0.0
2014-05-18,24.0,3065.0,,,0.0
2014-05-19,24.0,3117.0,,,0.0
2014-05-20,24.0,3122.9751987234044,,,0.0
2014-05-21,24.0,4245.588256666666,,,0.0
